metric_id,asset_name,asset_type,metric_group_type,metric_type,task_name,metric_value,asset_value,count_tests,count_open_alerts,count_breaking_alerts
328,cr-ml-b4-agg-app,task,resources,vcore_utilization,cr-ml-b4-agg-app,0.943172306400229,,,,
329,cr-ml-b4-agg-app,task,resources,executor_managed_on_heap_memory_max_used,cr-ml-b4-agg-app,5.81259320210665,,,,
330,cr-ml-b4-agg-app,task,resources,executor_managed_storage_memory_off_heap_max_used,cr-ml-b4-agg-app,0,,,,
331,cr-ml-b4-agg-app,task,resources,executor_managed_off_heap_memory_max_used,cr-ml-b4-agg-app,0,,,,
332,cr-ml-b4-agg-app,task,resources,fs_list_requests,cr-ml-b4-agg-app,0,,,,
333,cr-ml-b4-agg-app,task,resources,executor_heap_memory,cr-ml-b4-agg-app,52,,,,
334,cr-ml-b4-agg-app,task,resources,driver_off_heap_memory,cr-ml-b4-agg-app,2,,,,
335,cr-ml-b4-agg-app,task,resources,executors_other_used_cpu_time,cr-ml-b4-agg-app,0,,,,
336,cr-ml-b4-agg-app,task,resources,executor_off_heap_memory,cr-ml-b4-agg-app,5,,,,
337,cr-ml-b4-agg-app,task,resources,driver_memory,cr-ml-b4-agg-app,10,,,,
338,cr-ml-b4-agg-app,task,resources,driver_cpu_utilization,cr-ml-b4-agg-app,0.0228923172822191,,,,
339,cr-ml-b4-agg-app,task,resources,executor_max_memory_utilization,cr-ml-b4-agg-app,0.849917858839035,,,,
340,cr-ml-b4-agg-app,task,time,definity_driver_overhead,cr-ml-b4-agg-app,1,,,,
341,cr-ml-b4-agg-app,task,resources,driver_jvm_gc_time,cr-ml-b4-agg-app,1.706,,,,
342,cr-ml-b4-agg-app,task,resources,s3_get_object_requests,cr-ml-b4-agg-app,0,,,,
343,cr-ml-b4-agg-app,task,resources,executor_max_heap_memory_utilization,cr-ml-b4-agg-app,0.87903942912817,,,,
344,cr-ml-b4-agg-app,task,resources,executor_max_off_heap_memory_utilization,cr-ml-b4-agg-app,0.684960174560547,,,,
345,cr-ml-b4-agg-app,task,resources,executor_max_off_heap_used_memory,cr-ml-b4-agg-app,3.42480087280273,,,,
346,cr-ml-b4-agg-app,task,resources,num_executors,cr-ml-b4-agg-app,200,,,,
458,cr-ml-b4-agg-app,task,resources,broadcasts_numOutputRows,cr-ml-b4-agg-app,282253,,,,
459,cr-ml-b4-agg-app,task,resources,broadcasts_buildTime,cr-ml-b4-agg-app,116,,,,
460,cr-ml-b4-agg-app,task,resources,broadcasts_broadcastTime,cr-ml-b4-agg-app,62,,,,
461,cr-ml-b4-agg-app,task,resources,broadcasts_dataSize,cr-ml-b4-agg-app,83886064,,,,
462,cr-ml-b4-agg-app,task,resources,broadcasts_collectTime,cr-ml-b4-agg-app,2396,,,,
463,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,tf,time,duration,cr-ml-b4-agg-app,47,,,,
464,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,tf,resources,num_spark_jobs,cr-ml-b4-agg-app,1,,,,
466,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,file,volume,meta_numOutputRows,cr-ml-b4-agg-app,1099943216,,,,
467,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,file,volume,meta_numParts,cr-ml-b4-agg-app,0,,,,
468,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,tf,resources,num_spark_tasks,cr-ml-b4-agg-app,500,,,,
469,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,tf,resources,num_spark_stages,cr-ml-b4-agg-app,1,,,,
470,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,file,volume,meta_numFiles,cr-ml-b4-agg-app,500,,,,
471,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,tf,resources,executors_used_vcore_time,cr-ml-b4-agg-app,7038.499,,,,
472,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,file,volume,meta_numOutputBytes,cr-ml-b4-agg-app,42534449662,,,,
473,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,table,schema,schema_cnt,cr-ml-b4-agg-app,45,,,,
474,abfss://cr-ml-pre-agg-b4@csicrprod.dfs.core.windows.net/data,table,schema,num_schema_changes,cr-ml-b4-agg-app,0,,,,
475,cr-ml-b4-agg-app,task,resources,num_tfs,cr-ml-b4-agg-app,2,,,,
476,cr-ml-b4-agg-app,task,time,task_idle_time,cr-ml-b4-agg-app,83.933000087738,,,,
477,cr-ml-b4-agg-app,task,time,executors_idle_time,cr-ml-b4-agg-app,121.634999990463,,,,
489,cr-ml-b4-agg-app,task,environment,num_changed_params,cr-ml-b4-agg-app,0,,,,
490,cr-ml-b4-agg-app,task,time,sla,cr-ml-b4-agg-app,3599.889,,,,
501,gamora-behavioral4-13,input_table,volume,meta_numOutputRows,cr-ml-b4-agg-app,36393706672,,,,
