metric_id,asset_name,asset_type,metric_group_type,metric_type,task_name,metric_value,asset_value,count_tests,count_open_alerts,count_breaking_alerts
263,cr-ml-b4-agg-app,task,environment,num_params,cr-ml-b4-agg-app,191,,,,
265,cr-ml-b4-agg-app,task,time,duration,cr-ml-b4-agg-app,1674.738,,1,,
266,cr-ml-b4-agg-app,task,resources,tasks_result_size_bytes,cr-ml-b4-agg-app,507530880,,,,
267,cr-ml-b4-agg-app,task,resources,executors_used_vcore_time,cr-ml-b4-agg-app,1351256.217,,,,
268,cr-ml-b4-agg-app,task,time,executors_shuffle_read_time,cr-ml-b4-agg-app,569691.903,,,,
269,cr-ml-b4-agg-app,task,resources,shuffle_records_written,cr-ml-b4-agg-app,15796451051,,,,
270,cr-ml-b4-agg-app,task,resources,num_spark_tasks_retries,cr-ml-b4-agg-app,0,,,,
271,cr-ml-b4-agg-app,task,resources,shuffle_bytes_read,cr-ml-b4-agg-app,2732669123702,,,,
272,cr-ml-b4-agg-app,task,resources,output_records_written,cr-ml-b4-agg-app,507870357,,,,
273,cr-ml-b4-agg-app,task,resources,memory_bytes_spilled,cr-ml-b4-agg-app,0,,1,,
274,cr-ml-b4-agg-app,task,resources,tasks_duration,cr-ml-b4-agg-app,1353966.74,,,,
275,cr-ml-b4-agg-app,task,resources,executors_run_time,cr-ml-b4-agg-app,1351256.217,,,,
276,cr-ml-b4-agg-app,task,resources,shuffle_records_read,cr-ml-b4-agg-app,15796451051,,,,
277,cr-ml-b4-agg-app,task,resources,executors_used_vcore_time_of_retried_tasks,cr-ml-b4-agg-app,0,,,,
278,cr-ml-b4-agg-app,task,resources,input_bytes_read,cr-ml-b4-agg-app,149177064256,,,,
279,cr-ml-b4-agg-app,task,resources,num_spark_stages_retries,cr-ml-b4-agg-app,0,,,,
280,cr-ml-b4-agg-app,task,resources,input_records_read,cr-ml-b4-agg-app,16512300863,,,,
281,cr-ml-b4-agg-app,task,resources,shuffle_bytes_written,cr-ml-b4-agg-app,2732669123702,,,,
282,cr-ml-b4-agg-app,task,resources,num_spark_tasks,cr-ml-b4-agg-app,54993,,,,
283,cr-ml-b4-agg-app,task,,scheduler_delay,cr-ml-b4-agg-app,391.61,,,,
284,cr-ml-b4-agg-app,task,resources,disk_bytes_spilled,cr-ml-b4-agg-app,0,,,,
285,cr-ml-b4-agg-app,task,resources,output_bytes_written,cr-ml-b4-agg-app,18643565909,,,,
286,cr-ml-b4-agg-app,task,resources,num_spark_jobs,cr-ml-b4-agg-app,9,,,,
287,cr-ml-b4-agg-app,task,,getting_result_time,cr-ml-b4-agg-app,0.029,,,,
288,cr-ml-b4-agg-app,task,resources,num_spark_stages_failures,cr-ml-b4-agg-app,0,,,,
289,cr-ml-b4-agg-app,task,resources,num_spark_stages,cr-ml-b4-agg-app,9,,,,
290,cr-ml-b4-agg-app,task,time,executors_jvm_gc_time,cr-ml-b4-agg-app,80854.615,,,,
291,cr-ml-b4-agg-app,task,resources,num_spark_tasks_failures,cr-ml-b4-agg-app,0,,,,
292,cr-ml-b4-agg-app,task,time,executors_shuffle_write_time,cr-ml-b4-agg-app,46982.874,,,,
293,cr-ml-b4-agg-app,task,,executors_serialize_time,cr-ml-b4-agg-app,4.52,,,,
294,cr-ml-b4-agg-app,task,,executors_deserialize_time,cr-ml-b4-agg-app,2314.364,,,,
295,cr-ml-b4-agg-app,task,resources,executors_python_used_cpu_time,cr-ml-b4-agg-app,0,,,,
296,cr-ml-b4-agg-app,task,resources,executor_managed_execution_memory_on_heap_max_used,cr-ml-b4-agg-app,6.15624856948853,,,,
297,cr-ml-b4-agg-app,task,resources,driver_max_off_heap_used_memory,cr-ml-b4-agg-app,0.899990081787109,,,,
298,cr-ml-b4-agg-app,task,resources,executor_max_heap_used_memory,cr-ml-b4-agg-app,44.4272513389587,,,,
299,cr-ml-b4-agg-app,task,resources,executor_cores,cr-ml-b4-agg-app,5,,,,
300,cr-ml-b4-agg-app,task,resources,broadcasts_failures,cr-ml-b4-agg-app,0,,,,
301,cr-ml-b4-agg-app,task,resources,driver_cores,cr-ml-b4-agg-app,2,,,,
302,cr-ml-b4-agg-app,task,resources,executors_java_used_cpu_time,cr-ml-b4-agg-app,794209.21,,,,
303,cr-ml-b4-agg-app,task,resources,executors_used_cpu_time,cr-ml-b4-agg-app,794209.21,,,,
304,cr-ml-b4-agg-app,task,resources,driver_max_heap_memory_utilization,cr-ml-b4-agg-app,0.318530078977346,,,,
305,cr-ml-b4-agg-app,task,resources,executor_managed_execution_memory_off_heap_max_used,cr-ml-b4-agg-app,0,,,,
306,cr-ml-b4-agg-app,task,resources,driver_heap_memory,cr-ml-b4-agg-app,8,,,,
307,cr-ml-b4-agg-app,task,resources,used_vcore_time,cr-ml-b4-agg-app,1351394.417,,,,
308,cr-ml-b4-agg-app,task,resources,executor_managed_storage_memory_on_heap_max_used,cr-ml-b4-agg-app,0.63515002746135,,,,
309,cr-ml-b4-agg-app,task,resources,s3_put_object_requests,cr-ml-b4-agg-app,0,,,,
310,cr-ml-b4-agg-app,task,resources,executors_vcore_time,cr-ml-b4-agg-app,1469339,,,,
311,cr-ml-b4-agg-app,task,resources,driver_max_off_heap_memory_utilization,cr-ml-b4-agg-app,0.449995040893555,,1,,
312,cr-ml-b4-agg-app,task,resources,driver_jvm_gc_time_pct,cr-ml-b4-agg-app,0.0658730054454222,,,,
313,cr-ml-b4-agg-app,task,resources,fs_open_requests,cr-ml-b4-agg-app,0,,,,
314,cr-ml-b4-agg-app,task,time,skew_score,cr-ml-b4-agg-app,370,,,,
315,cr-ml-b4-agg-app,task,resources,executor_memory,cr-ml-b4-agg-app,57,,,,
316,cr-ml-b4-agg-app,task,resources,memory_time,cr-ml-b4-agg-app,16767209.111,,,,
317,cr-ml-b4-agg-app,task,resources,cached_data_max_memory_size,cr-ml-b4-agg-app,74588532128,,,,
318,cr-ml-b4-agg-app,task,resources,driver_max_heap_used_memory,cr-ml-b4-agg-app,2.54824063181877,,,,
319,cr-ml-b4-agg-app,task,resources,cached_data_max_disk_size,cr-ml-b4-agg-app,0,,,,
320,cr-ml-b4-agg-app,task,resources,vcore_time,cr-ml-b4-agg-app,1472687,,,,
321,cr-ml-b4-agg-app,task,time,definity_executors_overhead,cr-ml-b4-agg-app,151,,,,
322,cr-ml-b4-agg-app,task,resources,driver_max_memory_utilization,cr-ml-b4-agg-app,0.317920681834221,,,,
323,cr-ml-b4-agg-app,task,resources,executor_max_used_memory,cr-ml-b4-agg-app,47.1680693626404,,,,
324,cr-ml-b4-agg-app,task,resources,driver_max_used_memory,cr-ml-b4-agg-app,3.17920681834221,,,,
325,cr-ml-b4-agg-app,task,resources,s3_head_object_requests,cr-ml-b4-agg-app,0,,,,
326,cr-ml-b4-agg-app,task,resources,s3_list_objects_requests,cr-ml-b4-agg-app,0,,,,
327,cr-ml-b4-agg-app,task,resources,broadcasts_count,cr-ml-b4-agg-app,1,,1,,
328,cr-ml-b4-agg-app,task,resources,vcore_utilization,cr-ml-b4-agg-app,0.917638586474926,,1,,
329,cr-ml-b4-agg-app,task,resources,executor_managed_on_heap_memory_max_used,cr-ml-b4-agg-app,6.15638949535787,,,,
330,cr-ml-b4-agg-app,task,resources,executor_managed_storage_memory_off_heap_max_used,cr-ml-b4-agg-app,0,,,,
331,cr-ml-b4-agg-app,task,resources,executor_managed_off_heap_memory_max_used,cr-ml-b4-agg-app,0,,,,
332,cr-ml-b4-agg-app,task,resources,fs_list_requests,cr-ml-b4-agg-app,501,,,,
333,cr-ml-b4-agg-app,task,resources,executor_heap_memory,cr-ml-b4-agg-app,52,,,,
334,cr-ml-b4-agg-app,task,resources,driver_off_heap_memory,cr-ml-b4-agg-app,2,,,,
335,cr-ml-b4-agg-app,task,resources,executors_other_used_cpu_time,cr-ml-b4-agg-app,0,,,,
336,cr-ml-b4-agg-app,task,resources,executor_off_heap_memory,cr-ml-b4-agg-app,5,,,,
337,cr-ml-b4-agg-app,task,resources,driver_memory,cr-ml-b4-agg-app,10,,,,
338,cr-ml-b4-agg-app,task,resources,driver_cpu_utilization,cr-ml-b4-agg-app,0.0412783751493429,,,,
339,cr-ml-b4-agg-app,task,resources,executor_max_memory_utilization,cr-ml-b4-agg-app,0.827509988818252,,,,
340,cr-ml-b4-agg-app,task,time,definity_driver_overhead,cr-ml-b4-agg-app,0,,,,
341,cr-ml-b4-agg-app,task,resources,driver_jvm_gc_time,cr-ml-b4-agg-app,1.103,,,,
