metric_id,asset_name,asset_type,metric_group_type,metric_type,task_name,metric_value,asset_value,count_tests,count_open_alerts,count_breaking_alerts
63,polaris-waf-dlr-100,task,resources,executor_managed_off_heap_memory_max_used,polaris-waf-dlr-100,0,,,,
64,polaris-waf-dlr-100,task,resources,fs_list_requests,polaris-waf-dlr-100,0,,,,
65,polaris-waf-dlr-100,task,resources,executor_heap_memory,polaris-waf-dlr-100,52,,,,
66,polaris-waf-dlr-100,task,resources,driver_off_heap_memory,polaris-waf-dlr-100,2,,,,
67,polaris-waf-dlr-100,task,resources,executors_other_used_cpu_time,polaris-waf-dlr-100,0,,,,
68,polaris-waf-dlr-100,task,resources,executor_off_heap_memory,polaris-waf-dlr-100,5,,,,
69,polaris-waf-dlr-100,task,resources,driver_memory,polaris-waf-dlr-100,6,,,,
70,polaris-waf-dlr-100,task,resources,executor_max_memory_utilization,polaris-waf-dlr-100,0.950383084777154,,,,
71,polaris-waf-dlr-100,task,time,definity_driver_overhead,polaris-waf-dlr-100,3,,,,
72,polaris-waf-dlr-100,task,resources,driver_jvm_gc_time,polaris-waf-dlr-100,3.487,,,,
73,polaris-waf-dlr-100,task,resources,s3_get_object_requests,polaris-waf-dlr-100,0,,,,
74,polaris-waf-dlr-100,task,resources,executor_max_heap_memory_utilization,polaris-waf-dlr-100,0.989916121587157,,,,
75,polaris-waf-dlr-100,task,resources,executor_max_off_heap_memory_utilization,polaris-waf-dlr-100,0.793978881835937,,,,
76,polaris-waf-dlr-100,task,resources,executor_max_off_heap_used_memory,polaris-waf-dlr-100,3.96989440917969,,,,
77,polaris-waf-dlr-100,task,resources,num_executors,polaris-waf-dlr-100,169,,,,
78,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,tf,time,duration,polaris-waf-dlr-100,1316,,1,,
79,polaris-waf-dlr-100,task,resources,num_tfs,polaris-waf-dlr-100,3,,,,
80,polaris-waf-dlr-100,task,time,task_idle_time,polaris-waf-dlr-100,84.8559999465942,,,,
81,polaris-waf-dlr-100,task,time,executors_idle_time,polaris-waf-dlr-100,274.515000104904,,,,
89,polaris-waf-dlr-100,task,environment,num_changed_params,polaris-waf-dlr-100,0,,,,
90,polaris-waf-dlr-100,task,time,sla,polaris-waf-dlr-100,6001.158,,1,,
92,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,tf,resources,num_spark_stages,polaris-waf-dlr-100,3,,,,
93,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,tf,resources,num_spark_jobs,polaris-waf-dlr-100,3,,,,
94,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,table,volume,meta_numPartitions,polaris-waf-dlr-100,17651,,1,,
95,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,tf,resources,num_spark_tasks,polaris-waf-dlr-100,36073,,,,
96,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,tf,resources,executors_used_vcore_time,polaris-waf-dlr-100,1132237.069,,,,
97,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,file,volume,meta_numFiles,polaris-waf-dlr-100,27636,,,,
98,gamora-waf-triggers-dlr,input_table,volume,meta_numOutputRows,polaris-waf-dlr-100,6652247053,,1,,
99,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,file,volume,meta_numParts,polaris-waf-dlr-100,17651,,,,
100,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,file,volume,meta_numOutputRows,polaris-waf-dlr-100,3316800219,,1,,
101,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,file,volume,meta_numOutputBytes,polaris-waf-dlr-100,2923997852809,,1,,
102,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,table,schema,schema_cnt,polaris-waf-dlr-100,143,,1,,
103,abfss://data@wafdlr100prod.dfs.core.windows.net/parquet,table,schema,num_schema_changes,polaris-waf-dlr-100,0,,1,,
