metric_id,asset_name,asset_type,metric_group_type,metric_type,task_name,metric_value,asset_value,count_tests,count_open_alerts,count_breaking_alerts
104,polaris-bhv4-100,task,environment,num_params,polaris-bhv4-100,195,,,,
106,polaris-bhv4-100,task,resources,tasks_result_size_bytes,polaris-bhv4-100,0,,,,
107,polaris-bhv4-100,task,resources,executors_used_vcore_time,polaris-bhv4-100,0,,,,
108,polaris-bhv4-100,task,resources,shuffle_bytes_written,polaris-bhv4-100,0,,,,
109,polaris-bhv4-100,task,time,executors_shuffle_read_time,polaris-bhv4-100,0,,,,
110,polaris-bhv4-100,task,resources,num_spark_tasks,polaris-bhv4-100,0,,,,
111,polaris-bhv4-100,task,resources,shuffle_records_written,polaris-bhv4-100,0,,,,
112,polaris-bhv4-100,task,resources,disk_bytes_spilled,polaris-bhv4-100,0,,,,
113,polaris-bhv4-100,task,resources,output_bytes_written,polaris-bhv4-100,0,,,,
114,polaris-bhv4-100,task,resources,num_spark_jobs,polaris-bhv4-100,0,,,,
115,polaris-bhv4-100,task,resources,num_spark_tasks_retries,polaris-bhv4-100,0,,,,
116,polaris-bhv4-100,task,resources,shuffle_bytes_read,polaris-bhv4-100,0,,,,
117,polaris-bhv4-100,task,resources,output_records_written,polaris-bhv4-100,0,,,,
118,polaris-bhv4-100,task,resources,num_spark_stages_failures,polaris-bhv4-100,0,,,,
119,polaris-bhv4-100,task,resources,memory_bytes_spilled,polaris-bhv4-100,0,,1,,
120,polaris-bhv4-100,task,resources,num_spark_stages,polaris-bhv4-100,0,,,,
121,polaris-bhv4-100,task,time,executors_jvm_gc_time,polaris-bhv4-100,0,,,,
122,polaris-bhv4-100,task,resources,num_spark_tasks_failures,polaris-bhv4-100,0,,,,
123,polaris-bhv4-100,task,time,executors_shuffle_write_time,polaris-bhv4-100,0,,,,
124,polaris-bhv4-100,task,resources,shuffle_records_read,polaris-bhv4-100,0,,,,
125,polaris-bhv4-100,task,resources,executors_used_vcore_time_of_retried_tasks,polaris-bhv4-100,0,,,,
126,polaris-bhv4-100,task,resources,input_bytes_read,polaris-bhv4-100,0,,,,
127,polaris-bhv4-100,task,resources,num_spark_stages_retries,polaris-bhv4-100,0,,,,
128,polaris-bhv4-100,task,resources,input_records_read,polaris-bhv4-100,0,,,,
129,polaris-bhv4-100,task,resources,executors_python_used_cpu_time,polaris-bhv4-100,0,,,,
130,polaris-bhv4-100,task,resources,executor_managed_execution_memory_on_heap_max_used,polaris-bhv4-100,0,,,,
131,polaris-bhv4-100,task,resources,driver_max_off_heap_used_memory,polaris-bhv4-100,0,,,,
132,polaris-bhv4-100,task,resources,executor_max_heap_used_memory,polaris-bhv4-100,0.874977990984917,,,,
133,polaris-bhv4-100,task,resources,executor_cores,polaris-bhv4-100,5,,,,
134,polaris-bhv4-100,task,resources,broadcasts_failures,polaris-bhv4-100,0,,,,
135,polaris-bhv4-100,task,resources,driver_cores,polaris-bhv4-100,4,,,,
136,polaris-bhv4-100,task,resources,executors_java_used_cpu_time,polaris-bhv4-100,1824.03,,,,
137,polaris-bhv4-100,task,resources,executors_used_cpu_time,polaris-bhv4-100,1824.03,,,,
138,polaris-bhv4-100,task,resources,driver_max_heap_memory_utilization,polaris-bhv4-100,0.243105750530958,,,,
139,polaris-bhv4-100,task,resources,executor_managed_execution_memory_off_heap_max_used,polaris-bhv4-100,0,,,,
140,polaris-bhv4-100,task,resources,driver_heap_memory,polaris-bhv4-100,4,,,,
141,polaris-bhv4-100,task,resources,used_vcore_time,polaris-bhv4-100,465,,,,
142,polaris-bhv4-100,task,resources,executor_managed_storage_memory_on_heap_max_used,polaris-bhv4-100,0,,,,
143,polaris-bhv4-100,task,resources,s3_put_object_requests,polaris-bhv4-100,0,,,,
144,polaris-bhv4-100,task,resources,executors_vcore_time,polaris-bhv4-100,61346,,,,
145,polaris-bhv4-100,task,resources,driver_max_off_heap_memory_utilization,polaris-bhv4-100,0,,1,,
146,polaris-bhv4-100,task,resources,driver_jvm_gc_time_pct,polaris-bhv4-100,0.0386790668889997,,,,
147,polaris-bhv4-100,task,resources,fs_open_requests,polaris-bhv4-100,0,,,,
148,polaris-bhv4-100,task,time,skew_score,polaris-bhv4-100,0,,,,
149,polaris-bhv4-100,task,resources,executor_memory,polaris-bhv4-100,58,,,,
150,polaris-bhv4-100,task,resources,memory_time,polaris-bhv4-100,712315.102,,,,
151,polaris-bhv4-100,task,resources,cached_data_max_memory_size,polaris-bhv4-100,0,,,,
152,polaris-bhv4-100,task,resources,driver_max_heap_used_memory,polaris-bhv4-100,0.972423002123833,,,,
153,polaris-bhv4-100,task,resources,cached_data_max_disk_size,polaris-bhv4-100,0,,,,
154,polaris-bhv4-100,task,resources,vcore_time,polaris-bhv4-100,61812,,,,
155,polaris-bhv4-100,task,time,definity_executors_overhead,polaris-bhv4-100,0,,,,
156,polaris-bhv4-100,task,resources,driver_max_memory_utilization,polaris-bhv4-100,0.162070500353972,,,,
157,polaris-bhv4-100,task,resources,executor_max_used_memory,polaris-bhv4-100,0.874977990984917,,,,
158,polaris-bhv4-100,task,resources,driver_max_used_memory,polaris-bhv4-100,0.972423002123833,,,,
159,polaris-bhv4-100,task,resources,s3_head_object_requests,polaris-bhv4-100,0,,,,
160,polaris-bhv4-100,task,resources,s3_list_objects_requests,polaris-bhv4-100,0,,,,
161,polaris-bhv4-100,task,resources,broadcasts_count,polaris-bhv4-100,0,,1,,
162,polaris-bhv4-100,task,resources,vcore_utilization,polaris-bhv4-100,0.00752281110463988,,1,,
163,polaris-bhv4-100,task,resources,executor_managed_on_heap_memory_max_used,polaris-bhv4-100,0,,,,
164,polaris-bhv4-100,task,resources,executor_managed_storage_memory_off_heap_max_used,polaris-bhv4-100,0,,,,
165,polaris-bhv4-100,task,resources,executor_managed_off_heap_memory_max_used,polaris-bhv4-100,0,,,,
166,polaris-bhv4-100,task,resources,fs_list_requests,polaris-bhv4-100,0,,,,
167,polaris-bhv4-100,task,resources,executor_heap_memory,polaris-bhv4-100,50,,,,
168,polaris-bhv4-100,task,resources,driver_off_heap_memory,polaris-bhv4-100,2,,,,
169,polaris-bhv4-100,task,resources,executors_other_used_cpu_time,polaris-bhv4-100,0,,,,
170,polaris-bhv4-100,task,resources,executor_off_heap_memory,polaris-bhv4-100,8,,,,
171,polaris-bhv4-100,task,resources,driver_memory,polaris-bhv4-100,6,,,,
172,polaris-bhv4-100,task,resources,executor_max_memory_utilization,polaris-bhv4-100,0.0150858274307744,,,,
173,polaris-bhv4-100,task,time,definity_driver_overhead,polaris-bhv4-100,2,,,,
174,polaris-bhv4-100,task,resources,driver_jvm_gc_time,polaris-bhv4-100,0.045,,,,
175,polaris-bhv4-100,task,resources,s3_get_object_requests,polaris-bhv4-100,0,,,,
